,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
8686,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BB,5,M,3:30 PM - 4:20 PM,THO,135,None,5,NSc,17974,39,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,15:30,16:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8687,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BD,5,T,9:30 AM - 10:20 AM,CMU,226,None,5,NSc,17976,50,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,09:30,10:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8688,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BE,5,T,10:30 AM - 11:20 AM,THO,119,None,5,NSc,17977,49,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,10:30,11:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8689,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BF,5,W,8:30 AM - 9:20 AM,THO,119,None,5,NSc,17978,24,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,08:30,09:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8690,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BG,5,W,2:30 PM - 3:20 PM,THO,134,None,5,NSc,17979,50,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,14:30,15:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8691,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BH,5,W,3:30 PM - 4:20 PM,THO,135,None,5,NSc,17980,0,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,15:30,16:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8692,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BJ,5,Th,9:30 AM - 10:20 AM,THO,134,None,5,NSc,17982,28,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,09:30,10:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8693,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BK,5,Th,10:30 AM - 11:20 AM,THO,119,None,5,NSc,17983,50,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,10:30,11:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8694,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BM,5,F,10:30 AM - 11:20 AM,CMU,226,None,5,NSc,17985,0,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,10:30,11:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8695,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BN,5,F,11:30 AM - 12:20 PM,CMU,226,None,5,NSc,17986,50,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,11:30,12:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8696,Seattle,Spring 2025,NUTR   200,Nutrition for Today,"Examines the role of nutrition in health, wellness, and prevention of chronic disease. Topics include nutrients and nutritional needs across the lifespan, food safety, food security, wellness, body weight regulation, eating disorders, sports nutrition, and prevention of chronic disease.",quiz,BO,5,F,12:30 PM - 1:20 PM,CMU,226,None,5,NSc,17987,0,50,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20200/details,NUTR200,3.7212089356110383,3.9,0.5502546152722696,30.749014454664913,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,2.0,5.0,10.0,11.0,14.0,17.0,19.0,13.0,21.0,28.0,27.0,35.0,35.0,32.0,39.0,54.0,54.0,160.0,390.0,456.0,750.0,1181.0,1775.0,2340.0,12:30,13:20,NUTR,No Match,,,,,,,,,,,,,,NUTR200,NUTR200BSpring2025
8699,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AA,5,T,2:30 PM - 3:50 PM,HST,T474,None,5,"NSc, SSc",17990,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,14:30,15:50,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8700,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AB,5,T,4:00 PM - 5:20 PM,HST,T360,None,5,"NSc, SSc",17991,22,25,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,16:00,17:20,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8701,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AC,5,T,2:30 PM - 3:50 PM,HST,T360,None,5,"NSc, SSc",17992,23,23,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,14:30,15:50,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8702,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AD,5,T,4:00 PM - 5:20 PM,HST,T474,None,5,"NSc, SSc",17993,10,25,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,16:00,17:20,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8703,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AE,5,F,2:30 PM - 3:50 PM,HST,T359,None,5,"NSc, SSc",17994,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,14:30,15:50,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8704,Seattle,Spring 2025,NUTR   302,Food Systems: Harvest to Health,"Examines the many facets of the modern food supply from production and processing to distribution, marketing, and retail. Systems approach to foods studies considers geopolitical, agricultural, environmental, social, and economic factors along the pathway from harvest to health.",laboratory,AF,5,F,4:00 PM - 5:20 PM,HST,T359,None,5,"NSc, SSc",17995,14,25,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20302/details,NUTR302,3.5353871773522063,3.8,0.7473884841100327,22.481265611990008,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,11.0,6.0,3.0,4.0,8.0,12.0,9.0,6.0,14.0,12.0,24.0,27.0,50.0,110.0,95.0,121.0,180.0,177.0,270.0,16:00,17:20,NUTR,No Match,,,,,,,,,,,,,,NUTR302,NUTR302ASpring2025
8706,Seattle,Spring 2025,NUTR   303,Food Systems:  Individual to Population Health,"Examines the food environment in the local community from the public health perspective. Explores where people get their food, what influences this decision, and various aspects of the local food movement, including access to healthy food, urban agriculture, farmers markets, and other public health nutrition initiatives. Includes a weekly discussion section.",quiz,AA,5,F,1:30 PM - 2:20 PM,HST,T359,None,5,"SSc, NSc",17997,20,20,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20303/details,NUTR303,3.6468599033816425,3.7,0.4485912406031624,7.439613526570048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,3.0,5.0,6.0,12.0,9.0,8.0,9.0,11.0,35.0,83.0,106.0,208.0,247.0,189.0,77.0,13:30,14:20,NUTR,No Match,,,,,,,,,,,,,,NUTR303,NUTR303ASpring2025
8707,Seattle,Spring 2025,NUTR   303,Food Systems:  Individual to Population Health,"Examines the food environment in the local community from the public health perspective. Explores where people get their food, what influences this decision, and various aspects of the local food movement, including access to healthy food, urban agriculture, farmers markets, and other public health nutrition initiatives. Includes a weekly discussion section.",quiz,AB,5,F,2:30 PM - 3:20 PM,HST,T360,None,5,"SSc, NSc",17998,20,20,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20303/details,NUTR303,3.6468599033816425,3.7,0.4485912406031624,7.439613526570048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,3.0,5.0,6.0,12.0,9.0,8.0,9.0,11.0,35.0,83.0,106.0,208.0,247.0,189.0,77.0,14:30,15:20,NUTR,No Match,,,,,,,,,,,,,,NUTR303,NUTR303ASpring2025
8708,Seattle,Spring 2025,NUTR   303,Food Systems:  Individual to Population Health,"Examines the food environment in the local community from the public health perspective. Explores where people get their food, what influences this decision, and various aspects of the local food movement, including access to healthy food, urban agriculture, farmers markets, and other public health nutrition initiatives. Includes a weekly discussion section.",quiz,AC,5,F,3:30 PM - 4:20 PM,HST,T360,None,5,"SSc, NSc",17999,17,20,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20303/details,NUTR303,3.6468599033816425,3.7,0.4485912406031624,7.439613526570048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,3.0,5.0,6.0,12.0,9.0,8.0,9.0,11.0,35.0,83.0,106.0,208.0,247.0,189.0,77.0,15:30,16:20,NUTR,No Match,,,,,,,,,,,,,,NUTR303,NUTR303ASpring2025
8709,Seattle,Spring 2025,NUTR   303,Food Systems:  Individual to Population Health,"Examines the food environment in the local community from the public health perspective. Explores where people get their food, what influences this decision, and various aspects of the local food movement, including access to healthy food, urban agriculture, farmers markets, and other public health nutrition initiatives. Includes a weekly discussion section.",quiz,AD,5,F,4:30 PM - 5:20 PM,HST,T360,None,5,"SSc, NSc",18000,5,20,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20303/details,NUTR303,3.6468599033816425,3.7,0.4485912406031624,7.439613526570048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,3.0,5.0,6.0,12.0,9.0,8.0,9.0,11.0,35.0,83.0,106.0,208.0,247.0,189.0,77.0,16:30,17:20,NUTR,No Match,,,,,,,,,,,,,,NUTR303,NUTR303ASpring2025
8711,Seattle,Spring 2025,NUTR   312,Food System Sustainability and Resilience,"Explores concepts of sustainability and resilience as used today in the study and management of food production systems. Emphasizes a systems-thinking approach to assessing current and future challenges and resilience in the face of stresses and shocks. Covers complex dynamics between biological and geophysical aspects of food production systems in the context of nourishing a growing population, evaluation of co-benefits and tradeoffs.",quiz,AA,3,F,10:00 AM - 11:20 AM,BNS,115,None,3,"NSc, SSc",18002,23,23,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20312/details,NUTR312,3.4357142857142855,3.6,0.8127617317843288,27.142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,6.0,9.0,4.0,5.0,6.0,19.0,10:00,11:20,NUTR,No Match,,,,,,,,,,,,,,NUTR312,NUTR312ASpring2025
8712,Seattle,Spring 2025,NUTR   312,Food System Sustainability and Resilience,"Explores concepts of sustainability and resilience as used today in the study and management of food production systems. Emphasizes a systems-thinking approach to assessing current and future challenges and resilience in the face of stresses and shocks. Covers complex dynamics between biological and geophysical aspects of food production systems in the context of nourishing a growing population, evaluation of co-benefits and tradeoffs.",quiz,AB,3,F,11:30 AM - 12:50 PM,BNS,115,None,3,"NSc, SSc",18003,21,22,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20312/details,NUTR312,3.4357142857142855,3.6,0.8127617317843288,27.142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,6.0,9.0,4.0,5.0,6.0,19.0,11:30,12:50,NUTR,No Match,,,,,,,,,,,,,,NUTR312,NUTR312ASpring2025
8716,Seattle,Spring 2025,NUTR   411,Introduction to Nutritional Epidemiology,"Impact of diet on health and the prevention of obesity, diabetes, cardiovascular disease, and other non-communicable diseases. Examines diet-health relationships; social, environmental, and economic factors in eating behavior; and evidence base behind dietary guidelines. Draws on seminal and recent research in nutrition science and uses examples from recent media coverage.",quiz,AA,3,Th,2:30 PM - 3:20 PM,HSEB,245,None,3,RSN,18008,40,40,https://course-app-api.planning.sis.uw.edu/api/courses/NUTR%20411/details,NUTR411,3.7235294117647064,3.9,0.5628617179740673,44.25770308123249,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,5.0,1.0,8.0,17.0,9.0,34.0,40.0,57.0,158.0,14:30,15:20,NUTR,No Match,,,,,,,,,,,,,,NUTR411,NUTR411ASpring2025
